eod_summary_id,country_code,store_id,terminal_id,business_date,fiscal_period_key,currency_code,net_sales,tax_collected,cash_variance,paynow_total,duitnow_total,nets_total,sap_transfer_status,supervisor_id,_dq_flag
EOD-MY-008-T01-20241026,MYS,MY-STR-008,TILL-ALL,2024-10-26,MYS-2024-10,MYR,31529.56,1891.78,29.14,0.0,2328.74,0.0,TRANSFERRED,EMP-MY-10028,CLEAN
EOD-SG-001-T01-20241026,SGP,SG-STR-001,TILL-ALL,2024-10-26,SGP-2024-10,SGD,34457.82,3101.14,-29.62,8910.43,0.0,5966.8,TRANSFERRED,EMP-SG-10045,CLEAN
EOD-SG-002-T01-20241026,SGP,SG-STR-002,TILL-ALL,2024-10-26,SGP-2024-10,SGD,12469.81,1122.31,11.82,3336.88,0.0,2923.92,TRANSFERRED,EMP-SG-10049,CLEAN
EOD-SG-003-T01-20241026,SGP,SG-STR-003,TILL-ALL,2024-10-26,SGP-2024-10,SGD,11710.93,1053.97,27.2,3804.4,0.0,2213.37,TRANSFERRED,EMP-SG-10045,CLEAN
EOD-SG-004-T01-20241026,SGP,SG-STR-004,TILL-ALL,2024-10-26,SGP-2024-10,SGD,12234.43,1101.08,0.36,3780.97,0.0,2152.07,TRANSFERRED,EMP-SG-10052,CLEAN
EOD-SG-005-T01-20241026,SGP,SG-STR-005,TILL-ALL,2024-10-26,SGP-2024-10,SGD,10623.98,953.38,-6.57,2667.25,0.0,1531.1,TRANSFERRED,EMP-SG-10040,CLEAN
EOD-SG-006-T01-20241026,SGP,SG-STR-006,TILL-ALL,2024-10-26,SGP-2024-10,SGD,11790.79,1061.2,-117.2,3970.27,0.0,1920.83,TRANSFERRED,EMP-SG-10049,CLEAN
EOD-SG-007-T01-20241026,SGP,SG-STR-007,TILL-ALL,2024-10-26,SGP-2024-10,SGD,11351.37,1021.61,21.55,3900.34,0.0,3375.42,TRANSFERRED,EMP-SG-10057,CLEAN
EOD-MY-001-T01-20241027,MYS,MY-STR-001,TILL-ALL,2024-10-27,MYS-2024-10,MYR,84972.07,5098.32,85.36,0.0,4976.8,0.0,TRANSFERRED,EMP-MY-10023,CLEAN
EOD-MY-002-T01-20241027,MYS,MY-STR-002,TILL-ALL,2024-10-27,MYS-2024-10,MYR,31228.47,1873.76,-10.86,0.0,2286.36,0.0,TRANSFERRED,EMP-MY-10024,CLEAN
EOD-MY-003-T01-20241027,MYS,MY-STR-003,TILL-ALL,2024-10-27,MYS-2024-10,MYR,35026.57,2101.57,14.49,0.0,122.15,0.0,TRANSFERRED,EMP-MY-10018,CLEAN
EOD-MY-004-T01-20241027,MYS,MY-STR-004,TILL-ALL,2024-10-27,MYS-2024-10,MYR,31947.87,1916.86,15.56,0.0,2075.01,0.0,TRANSFERRED,EMP-MY-10023,CLEAN
EOD-MY-005-T01-20241027,MYS,MY-STR-005,TILL-ALL,2024-10-27,MYS-2024-10,MYR,29304.87,1758.27,15.16,0.0,1191.64,0.0,TRANSFERRED,EMP-MY-10012,CLEAN
EOD-MY-006-T01-20241027,MYS,MY-STR-006,TILL-ALL,2024-10-27,MYS-2024-10,MYR,34819.72,2089.21,27.58,0.0,2823.47,0.0,TRANSFERRED,EMP-MY-10013,CLEAN
EOD-MY-007-T01-20241027,MYS,MY-STR-007,TILL-ALL,2024-10-27,MYS-2024-10,MYR,31813.62,1908.83,18.69,0.0,1385.58,0.0,TRANSFERRED,EMP-MY-10012,CLEAN
EOD-MY-008-T01-20241027,MYS,MY-STR-008,TILL-ALL,2024-10-27,MYS-2024-10,MYR,29791.61,1787.5,-9.41,0.0,1145.04,0.0,TRANSFERRED,EMP-MY-10019,CLEAN
EOD-SG-001-T01-20241027,SGP,SG-STR-001,TILL-ALL,2024-10-27,SGP-2024-10,SGD,26981.61,2428.28,2.84,9795.7,0.0,4411.27,TRANSFERRED,EMP-SG-10040,CLEAN
EOD-SG-002-T01-20241027,SGP,SG-STR-002,TILL-ALL,2024-10-27,SGP-2024-10,SGD,11047.15,994.24,-22.05,4617.89,0.0,1720.83,TRANSFERRED,EMP-SG-10051,CLEAN
EOD-SG-003-T01-20241027,SGP,SG-STR-003,TILL-ALL,2024-10-27,SGP-2024-10,SGD,10000.48,900.04,-9.34,2920.89,0.0,2622.46,TRANSFERRED,EMP-SG-10044,CLEAN
EOD-SG-004-T01-20241027,SGP,SG-STR-004,TILL-ALL,2024-10-27,SGP-2024-10,SGD,9822.95,884.09,-7.8,3556.25,0.0,1706.5,TRANSFERRED,EMP-SG-10055,CLEAN
EOD-SG-005-T01-20241027,SGP,SG-STR-005,TILL-ALL,2024-10-27,SGP-2024-10,SGD,11785.57,1060.69,-27.77,3377.36,0.0,2608.78,TRANSFERRED,EMP-SG-10051,CLEAN
EOD-SG-006-T01-20241027,SGP,SG-STR-006,TILL-ALL,2024-10-27,SGP-2024-10,SGD,13246.91,1192.18,20.02,4456.89,0.0,2909.15,TRANSFERRED,EMP-SG-10046,CLEAN
EOD-SG-007-T01-20241027,SGP,SG-STR-007,TILL-ALL,2024-10-27,SGP-2024-10,SGD,11632.88,1046.98,118.45,2895.35,0.0,1466.8,TRANSFERRED,EMP-SG-10045,CLEAN
EOD-MY-001-T01-20241028,MYS,MY-STR-001,TILL-ALL,2024-10-28,MYS-2024-10,MYR,65480.5,3946.96,-87.68,0.0,2474.12,0.0,TRANSFERRED,EMP-MY-10019,CLEAN
EOD-MY-002-T01-20241028,MYS,MY-STR-002,TILL-ALL,2024-10-28,MYS-2024-10,MYR,20838.61,1250.35,4.08,0.0,2218.28,0.0,TRANSFERRED,EMP-MY-10020,CLEAN
EOD-MY-003-T01-20241028,MYS,MY-STR-003,TILL-ALL,2024-10-28,MYS-2024-10,MYR,22024.12,1321.44,-26.46,0.0,1710.71,0.0,TRANSFERRED,EMP-MY-10017,CLEAN
EOD-MY-004-T01-20241028,MYS,MY-STR-004,TILL-ALL,2024-10-28,MYS-2024-10,MYR,25239.88,1514.39,-17.03,0.0,1254.05,0.0,TRANSFERRED,EMP-MY-10025,CLEAN
EOD-MY-005-T01-20241028,MYS,MY-STR-005,TILL-ALL,2024-10-28,MYS-2024-10,MYR,18276.17,1096.57,-27.74,0.0,2042.97,0.0,TRANSFERRED,EMP-MY-10012,CLEAN
EOD-MY-006-T01-20241028,MYS,MY-STR-006,TILL-ALL,2024-10-28,MYS-2024-10,MYR,18901.24,1134.12,-65.04,0.0,1585.29,0.0,TRANSFERRED,EMP-MY-10023,CLEAN
EOD-MY-007-T01-20241028,MYS,MY-STR-007,TILL-ALL,2024-10-28,MYS-2024-10,MYR,21946.98,1316.78,-24.56,0.0,347.15,0.0,TRANSFERRED,EMP-MY-10028,CLEAN
EOD-MY-008-T01-20241028,MYS,MY-STR-008,TILL-ALL,2024-10-28,MYS-2024-10,MYR,22677.2,1360.65,-28.26,0.0,1537.44,0.0,TRANSFERRED,EMP-MY-10024,CLEAN
EOD-SG-001-T01-20241028,SGP,SG-STR-001,TILL-ALL,2024-10-28,SGP-2024-10,SGD,17935.13,1614.24,-20.61,4260.75,0.0,4822.2,TRANSFERRED,EMP-SG-10051,CLEAN
EOD-SG-002-T01-20241028,SGP,SG-STR-002,TILL-ALL,2024-10-28,SGP-2024-10,SGD,6663.53,599.69,-22.91,2215.08,0.0,512.32,TRANSFERRED,EMP-SG-10051,CLEAN
EOD-SG-003-T01-20241028,SGP,SG-STR-003,TILL-ALL,2024-10-28,SGP-2024-10,SGD,5594.67,503.51,-71.94,1115.61,0.0,860.82,TRANSFERRED,EMP-SG-10051,CLEAN
EOD-SG-004-T01-20241028,SGP,SG-STR-004,TILL-ALL,2024-10-28,SGP-2024-10,SGD,6796.32,611.66,26.89,2241.78,0.0,1431.66,TRANSFERRED,EMP-SG-10053,CLEAN
EOD-SG-005-T01-20241028,SGP,SG-STR-005,TILL-ALL,2024-10-28,SGP-2024-10,SGD,6472.59,582.52,-2.29,1511.96,0.0,1285.35,TRANSFERRED,EMP-SG-10054,CLEAN
EOD-SG-006-T01-20241028,SGP,SG-STR-006,TILL-ALL,2024-10-28,SGP-2024-10,SGD,7160.85,644.49,-8.53,2313.96,0.0,1417.65,TRANSFERRED,EMP-SG-10046,CLEAN
EOD-SG-007-T01-20241028,SGP,SG-STR-007,TILL-ALL,2024-10-28,SGP-2024-10,SGD,7444.87,670.05,-22.22,1199.35,0.0,1053.52,TRANSFERRED,EMP-SG-10047,CLEAN
EOD-MY-001-T01-20241029,MYS,MY-STR-001,TILL-ALL,2024-10-29,MYS-2024-10,MYR,51910.67,3114.61,-16.14,0.0,2512.35,0.0,TRANSFERRED,EMP-MY-10027,CLEAN
EOD-MY-002-T01-20241029,MYS,MY-STR-002,TILL-ALL,2024-10-29,MYS-2024-10,MYR,14895.73,893.76,-9.23,0.0,2265.03,0.0,TRANSFERRED,EMP-MY-10020,CLEAN
EOD-MY-003-T01-20241029,MYS,MY-STR-003,TILL-ALL,2024-10-29,MYS-2024-10,MYR,21570.09,1294.18,2.48,0.0,2125.81,0.0,TRANSFERRED,EMP-MY-10028,CLEAN
EOD-MY-004-T01-20241029,MYS,MY-STR-004,TILL-ALL,2024-10-29,MYS-2024-10,MYR,21767.59,1306.03,16.06,0.0,527.82,0.0,TRANSFERRED,EMP-MY-10020,CLEAN
EOD-MY-005-T01-20241029,MYS,MY-STR-005,TILL-ALL,2024-10-29,MYS-2024-10,MYR,19844.99,1190.7,16.5,0.0,779.24,0.0,TRANSFERRED,EMP-MY-10027,CLEAN
EOD-MY-006-T01-20241029,MYS,MY-STR-006,TILL-ALL,2024-10-29,MYS-2024-10,MYR,20215.25,1212.9,16.06,0.0,629.23,0.0,TRANSFERRED,EMP-MY-10026,CLEAN
EOD-MY-007-T01-20241029,MYS,MY-STR-007,TILL-ALL,2024-10-29,MYS-2024-10,MYR,20830.81,1249.85,-23.05,0.0,0.0,0.0,TRANSFERRED,EMP-MY-10026,CLEAN
EOD-MY-008-T01-20241029,MYS,MY-STR-008,TILL-ALL,2024-10-29,MYS-2024-10,MYR,18128.74,1087.7,-26.13,0.0,1659.17,0.0,TRANSFERRED,EMP-MY-10016,CLEAN
EOD-SG-001-T01-20241029,SGP,SG-STR-001,TILL-ALL,2024-10-29,SGP-2024-10,SGD,19006.11,1710.54,-9.34,6131.67,0.0,4240.76,TRANSFERRED,EMP-SG-10046,CLEAN
EOD-SG-002-T01-20241029,SGP,SG-STR-002,TILL-ALL,2024-10-29,SGP-2024-10,SGD,7149.95,643.5,-6.38,2243.89,0.0,1055.17,TRANSFERRED,EMP-SG-10041,CLEAN
EOD-SG-003-T01-20241029,SGP,SG-STR-003,TILL-ALL,2024-10-29,SGP-2024-10,SGD,6402.14,576.21,20.81,2189.55,0.0,1089.46,TRANSFERRED,EMP-SG-10051,CLEAN
EOD-SG-004-T01-20241029,SGP,SG-STR-004,TILL-ALL,2024-10-29,SGP-2024-10,SGD,6956.04,626.04,105.39,2178.72,0.0,1571.67,TRANSFERRED,EMP-SG-10052,CLEAN
EOD-SG-005-T01-20241029,SGP,SG-STR-005,TILL-ALL,2024-10-29,SGP-2024-10,SGD,7474.12,672.7,-68.59,2555.59,0.0,2045.51,TRANSFERRED,EMP-SG-10050,CLEAN
EOD-SG-006-T01-20241029,SGP,SG-STR-006,TILL-ALL,2024-10-29,SGP-2024-10,SGD,7112.85,640.15,-8.11,1923.34,0.0,1681.62,TRANSFERRED,EMP-SG-10057,CLEAN
EOD-SG-007-T01-20241029,SGP,SG-STR-007,TILL-ALL,2024-10-29,SGP-2024-10,SGD,7561.83,680.57,-18.84,2439.3,0.0,2000.77,TRANSFERRED,EMP-SG-10046,CLEAN
EOD-MY-001-T01-20241030,MYS,MY-STR-001,TILL-ALL,2024-10-30,MYS-2024-10,MYR,53334.65,3200.1,-11.49,0.0,2347.62,0.0,TRANSFERRED,EMP-MY-10026,CLEAN
EOD-MY-002-T01-20241030,MYS,MY-STR-002,TILL-ALL,2024-10-30,MYS-2024-10,MYR,22658.82,1359.53,19.62,0.0,687.4,0.0,TRANSFERRED,EMP-MY-10015,CLEAN
EOD-MY-003-T01-20241030,MYS,MY-STR-003,TILL-ALL,2024-10-30,MYS-2024-10,MYR,23506.98,1410.44,-22.02,0.0,437.01,0.0,TRANSFERRED,EMP-MY-10017,CLEAN
EOD-MY-004-T01-20241030,MYS,MY-STR-004,TILL-ALL,2024-10-30,MYS-2024-10,MYR,20102.76,1206.16,-58.97,0.0,2420.35,0.0,TRANSFERRED,EMP-MY-10026,CLEAN
EOD-MY-005-T01-20241030,MYS,MY-STR-005,TILL-ALL,2024-10-30,MYS-2024-10,MYR,21024.9,1261.52,-109.24,0.0,0.0,0.0,TRANSFERRED,EMP-MY-10016,CLEAN
EOD-MY-006-T01-20241030,MYS,MY-STR-006,TILL-ALL,2024-10-30,MYS-2024-10,MYR,23172.49,1390.33,24.24,0.0,3699.6,0.0,TRANSFERRED,EMP-MY-10012,CLEAN
EOD-MY-007-T01-20241030,MYS,MY-STR-007,TILL-ALL,2024-10-30,MYS-2024-10,MYR,18279.48,1104.04,22.47,0.0,557.93,0.0,TRANSFERRED,EMP-MY-10021,CLEAN
EOD-MY-008-T01-20241030,MYS,MY-STR-008,TILL-ALL,2024-10-30,MYS-2024-10,MYR,18395.4,1103.75,-18.76,0.0,2121.82,0.0,TRANSFERRED,EMP-MY-10018,CLEAN
EOD-SG-001-T01-20241030,SGP,SG-STR-001,TILL-ALL,2024-10-30,SGP-2024-10,SGD,19097.89,1718.78,-21.0,6041.71,0.0,2715.86,TRANSFERRED,EMP-SG-10040,CLEAN
EOD-SG-002-T01-20241030,SGP,SG-STR-002,TILL-ALL,2024-10-30,SGP-2024-10,SGD,6752.56,607.74,22.13,2161.44,0.0,1983.57,TRANSFERRED,EMP-SG-10044,CLEAN
EOD-SG-003-T01-20241030,SGP,SG-STR-003,TILL-ALL,2024-10-30,SGP-2024-10,SGD,8254.93,742.92,-11.88,2121.15,0.0,2690.46,TRANSFERRED,EMP-SG-10057,CLEAN
EOD-SG-004-T01-20241030,SGP,SG-STR-004,TILL-ALL,2024-10-30,SGP-2024-10,SGD,6468.83,582.18,-1.83,2276.53,0.0,1527.5,TRANSFERRED,EMP-SG-10042,CLEAN
EOD-SG-005-T01-20241030,SGP,SG-STR-005,TILL-ALL,2024-10-30,SGP-2024-10,SGD,6767.68,609.07,-7.82,2798.06,0.0,1598.68,TRANSFERRED,EMP-SG-10057,CLEAN
EOD-SG-006-T01-20241030,SGP,SG-STR-006,TILL-ALL,2024-10-30,SGP-2024-10,SGD,6014.09,541.27,-4.12,2466.55,0.0,1858.45,TRANSFERRED,EMP-SG-10049,CLEAN
EOD-SG-007-T01-20241030,SGP,SG-STR-007,TILL-ALL,2024-10-30,SGP-2024-10,SGD,6812.94,613.2,8.38,1711.0,0.0,1282.68,TRANSFERRED,EMP-SG-10056,CLEAN
EOD-MY-001-T01-20241031,MYS,MY-STR-001,TILL-ALL,2024-10-31,MYS-2024-10,MYR,65944.95,3956.69,-11.85,0.0,1482.85,0.0,TRANSFERRED,EMP-MY-10028,CLEAN
EOD-MY-002-T01-20241031,MYS,MY-STR-002,TILL-ALL,2024-10-31,MYS-2024-10,MYR,20240.49,1214.44,-5.54,0.0,362.06,0.0,TRANSFERRED,EMP-MY-10011,CLEAN
EOD-MY-003-T01-20241031,MYS,MY-STR-003,TILL-ALL,2024-10-31,MYS-2024-10,MYR,25671.27,1540.27,24.93,0.0,2089.6,0.0,TRANSFERRED,EMP-MY-10029,CLEAN
EOD-MY-004-T01-20241031,MYS,MY-STR-004,TILL-ALL,2024-10-31,MYS-2024-10,MYR,21946.72,1316.84,3.61,0.0,364.74,0.0,TRANSFERRED,EMP-MY-10019,CLEAN
EOD-MY-005-T01-20241031,MYS,MY-STR-005,TILL-ALL,2024-10-31,MYS-2024-10,MYR,23171.82,1390.31,-3.76,0.0,727.09,0.0,TRANSFERRED,EMP-MY-10026,CLEAN
EOD-MY-006-T01-20241031,MYS,MY-STR-006,TILL-ALL,2024-10-31,MYS-2024-10,MYR,27092.26,1625.54,-2.25,0.0,1090.11,0.0,TRANSFERRED,EMP-MY-10023,CLEAN
EOD-MY-007-T01-20241031,MYS,MY-STR-007,TILL-ALL,2024-10-31,MYS-2024-10,MYR,29178.31,1750.73,-80.86,0.0,1139.51,0.0,TRANSFERRED,EMP-MY-10011,CLEAN
EOD-MY-008-T01-20241031,MYS,MY-STR-008,TILL-ALL,2024-10-31,MYS-2024-10,MYR,25904.75,1554.32,-6.51,0.0,675.42,0.0,TRANSFERRED,EMP-MY-10018,CLEAN
EOD-SG-001-T01-20241031,SGP,SG-STR-001,TILL-ALL,2024-10-31,SGP-2024-10,SGD,19578.77,1762.04,27.48,6515.99,0.0,4277.38,TRANSFERRED,EMP-SG-10041,CLEAN
EOD-SG-002-T01-20241031,SGP,SG-STR-002,TILL-ALL,2024-10-31,SGP-2024-10,SGD,8751.18,787.58,12.39,3507.27,0.0,1493.74,TRANSFERRED,EMP-SG-10048,CLEAN
EOD-SG-003-T01-20241031,SGP,SG-STR-003,TILL-ALL,2024-10-31,SGP-2024-10,SGD,6533.59,588.03,5.32,2854.84,0.0,1348.72,TRANSFERRED,EMP-SG-10045,CLEAN
EOD-SG-004-T01-20241031,SGP,SG-STR-004,TILL-ALL,2024-10-31,SGP-2024-10,SGD,9057.54,815.17,25.06,2917.2,0.0,2615.63,TRANSFERRED,EMP-SG-10047,CLEAN
EOD-SG-005-T01-20241031,SGP,SG-STR-005,TILL-ALL,2024-10-31,SGP-2024-10,SGD,6935.14,624.16,-24.8,1768.73,0.0,1919.47,TRANSFERRED,EMP-SG-10041,CLEAN
EOD-SG-006-T01-20241031,SGP,SG-STR-006,TILL-ALL,2024-10-31,SGP-2024-10,SGD,8051.07,724.6,27.98,3702.16,0.0,1386.97,TRANSFERRED,EMP-SG-10051,CLEAN
EOD-SG-007-T01-20241031,SGP,SG-STR-007,TILL-ALL,2024-10-31,SGP-2024-10,SGD,8592.47,773.31,-24.78,1837.75,0.0,2028.53,TRANSFERRED,EMP-SG-10054,CLEAN
EOD-MY-001-T01-20241101,MYS,MY-STR-001,TILL-ALL,2024-11-01,MYS-2024-11,MYR,63994.17,3839.65,19.68,0.0,3039.58,0.0,TRANSFERRED,EMP-MY-10029,CLEAN
EOD-MY-002-T01-20241101,MYS,MY-STR-002,TILL-ALL,2024-11-01,MYS-2024-11,MYR,22409.93,1344.58,-21.28,0.0,827.46,0.0,TRANSFERRED,EMP-MY-10017,CLEAN
EOD-MY-003-T01-20241101,MYS,MY-STR-003,TILL-ALL,2024-11-01,MYS-2024-11,MYR,23849.33,1430.96,27.24,0.0,244.26,0.0,TRANSFERRED,EMP-MY-10013,CLEAN
EOD-MY-004-T01-20241101,MYS,MY-STR-004,TILL-ALL,2024-11-01,MYS-2024-11,MYR,22102.22,1326.16,68.89,0.0,2974.66,0.0,TRANSFERRED,EMP-MY-10022,CLEAN
EOD-MY-005-T01-20241101,MYS,MY-STR-005,TILL-ALL,2024-11-01,MYS-2024-11,MYR,22274.55,1336.47,-24.94,0.0,1257.5,0.0,TRANSFERRED,EMP-MY-10011,CLEAN
EOD-MY-006-T01-20241101,MYS,MY-STR-006,TILL-ALL,2024-11-01,MYS-2024-11,MYR,24787.51,1487.27,13.87,0.0,1539.0,0.0,TRANSFERRED,EMP-MY-10023,CLEAN
EOD-MY-007-T01-20241101,MYS,MY-STR-007,TILL-ALL,2024-11-01,MYS-2024-11,MYR,22316.81,1339.02,-73.14,0.0,1955.72,0.0,TRANSFERRED,EMP-MY-10014,CLEAN
EOD-MY-008-T01-20241101,MYS,MY-STR-008,TILL-ALL,2024-11-01,MYS-2024-11,MYR,24229.55,1453.83,18.48,0.0,2769.37,0.0,TRANSFERRED,EMP-MY-10017,CLEAN
EOD-SG-001-T01-20241101,SGP,SG-STR-001,TILL-ALL,2024-11-01,SGP-2024-11,SGD,19264.94,1733.84,-29.45,6502.23,0.0,4678.69,TRANSFERRED,EMP-SG-10054,CLEAN
EOD-SG-002-T01-20241101,SGP,SG-STR-002,TILL-ALL,2024-11-01,SGP-2024-11,SGD,8878.44,799.05,1.75,3235.21,0.0,1623.56,TRANSFERRED,EMP-SG-10044,CLEAN
EOD-SG-003-T01-20241101,SGP,SG-STR-003,TILL-ALL,2024-11-01,SGP-2024-11,SGD,7212.15,649.11,-11.96,1627.49,0.0,2266.05,TRANSFERRED,EMP-SG-10056,CLEAN
EOD-SG-004-T01-20241101,SGP,SG-STR-004,TILL-ALL,2024-11-01,SGP-2024-11,SGD,9248.8,832.37,-26.24,2859.39,0.0,1835.15,TRANSFERRED,EMP-SG-10045,CLEAN
EOD-SG-005-T01-20241101,SGP,SG-STR-005,TILL-ALL,2024-11-01,SGP-2024-11,SGD,7614.27,685.31,79.31,2539.1,0.0,1541.13,TRANSFERRED,EMP-SG-10045,CLEAN
EOD-SG-006-T01-20241101,SGP,SG-STR-006,TILL-ALL,2024-11-01,SGP-2024-11,SGD,9058.19,815.2,82.37,2412.98,0.0,1880.17,TRANSFERRED,EMP-SG-10056,CLEAN
EOD-SG-007-T01-20241101,SGP,SG-STR-007,TILL-ALL,2024-11-01,SGP-2024-11,SGD,8348.74,751.36,-9.76,3091.92,0.0,1028.48,TRANSFERRED,EMP-SG-10043,CLEAN
EOD-MY-001-T01-20241102,MYS,MY-STR-001,TILL-ALL,2024-11-02,MYS-2024-11,MYR,117466.35,7084.63,93.73,0.0,9511.66,0.0,TRANSFERRED,EMP-MY-10023,CLEAN
EOD-MY-002-T01-20241102,MYS,MY-STR-002,TILL-ALL,2024-11-02,MYS-2024-11,MYR,39922.87,2401.4,-18.67,0.0,4216.11,0.0,TRANSFERRED,EMP-MY-10019,CLEAN
EOD-MY-003-T01-20241102,MYS,MY-STR-003,TILL-ALL,2024-11-02,MYS-2024-11,MYR,39317.3,2359.08,81.77,0.0,2585.03,0.0,TRANSFERRED,EMP-MY-10011,CLEAN
EOD-MY-004-T01-20241102,MYS,MY-STR-004,TILL-ALL,2024-11-02,MYS-2024-11,MYR,39692.71,2381.52,-14.09,0.0,3851.58,0.0,TRANSFERRED,EMP-MY-10021,CLEAN
EOD-MY-005-T01-20241102,MYS,MY-STR-005,TILL-ALL,2024-11-02,MYS-2024-11,MYR,33869.52,2032.17,29.29,0.0,1004.09,0.0,TRANSFERRED,EMP-MY-10022,CLEAN
EOD-MY-006-T01-20241102,MYS,MY-STR-006,TILL-ALL,2024-11-02,MYS-2024-11,MYR,40113.37,2406.76,28.47,0.0,3447.39,0.0,TRANSFERRED,EMP-MY-10018,CLEAN
EOD-MY-007-T01-20241102,MYS,MY-STR-007,TILL-ALL,2024-11-02,MYS-2024-11,MYR,34086.07,2045.18,20.28,0.0,2798.11,0.0,TRANSFERRED,EMP-MY-10024,CLEAN
EOD-MY-008-T01-20241102,MYS,MY-STR-008,TILL-ALL,2024-11-02,MYS-2024-11,MYR,42836.9,2570.26,0.06,0.0,4325.35,0.0,TRANSFERRED,EMP-MY-10011,CLEAN
EOD-SG-001-T01-20241102,SGP,SG-STR-001,TILL-ALL,2024-11-02,SGP-2024-11,SGD,34779.9,3130.25,24.05,12075.79,0.0,3984.29,TRANSFERRED,EMP-SG-10043,CLEAN
EOD-SG-002-T01-20241102,SGP,SG-STR-002,TILL-ALL,2024-11-02,SGP-2024-11,SGD,14933.18,1343.98,1.63,4565.78,0.0,4722.04,TRANSFERRED,EMP-SG-10057,CLEAN
EOD-SG-003-T01-20241102,SGP,SG-STR-003,TILL-ALL,2024-11-02,SGP-2024-11,SGD,14251.73,1282.7,-23.39,4625.55,0.0,3012.08,TRANSFERRED,EMP-SG-10053,CLEAN
EOD-SG-004-T01-20241102,SGP,SG-STR-004,TILL-ALL,2024-11-02,SGP-2024-11,SGD,11910.87,1071.97,13.79,3462.96,0.0,3475.01,TRANSFERRED,EMP-SG-10053,CLEAN
EOD-SG-005-T01-20241102,SGP,SG-STR-005,TILL-ALL,2024-11-02,SGP-2024-11,SGD,11799.73,1061.98,18.3,4551.06,0.0,2116.75,TRANSFERRED,EMP-SG-10051,CLEAN
EOD-SG-006-T01-20241102,SGP,SG-STR-006,TILL-ALL,2024-11-02,SGP-2024-11,SGD,14383.51,1294.52,83.56,5101.38,0.0,2452.6,TRANSFERRED,EMP-SG-10041,CLEAN
EOD-SG-007-T01-20241102,SGP,SG-STR-007,TILL-ALL,2024-11-02,SGP-2024-11,SGD,12021.11,1081.82,17.3,3855.12,0.0,2372.86,TRANSFERRED,EMP-SG-10045,CLEAN
EOD-MY-001-T01-20241103,MYS,MY-STR-001,TILL-ALL,2024-11-03,MYS-2024-11,MYR,119685.78,7181.12,-10.35,0.0,9412.26,0.0,TRANSFERRED,EMP-MY-10016,CLEAN
EOD-MY-002-T01-20241103,MYS,MY-STR-002,TILL-ALL,2024-11-03,MYS-2024-11,MYR,40574.13,2434.48,24.5,0.0,2419.18,0.0,TRANSFERRED,EMP-MY-10029,CLEAN
EOD-MY-003-T01-20241103,MYS,MY-STR-003,TILL-ALL,2024-11-03,MYS-2024-11,MYR,35548.85,2132.9,-17.07,0.0,2643.28,0.0,TRANSFERRED,EMP-MY-10020,CLEAN
EOD-MY-004-T01-20241103,MYS,MY-STR-004,TILL-ALL,2024-11-03,MYS-2024-11,MYR,37924.19,2275.42,26.04,0.0,1700.84,0.0,TRANSFERRED,EMP-MY-10025,CLEAN
EOD-MY-005-T01-20241103,MYS,MY-STR-005,TILL-ALL,2024-11-03,MYS-2024-11,MYR,41655.61,2499.33,21.49,0.0,2945.35,0.0,TRANSFERRED,EMP-MY-10021,CLEAN
EOD-MY-006-T01-20241103,MYS,MY-STR-006,TILL-ALL,2024-11-03,MYS-2024-11,MYR,41771.2,2506.26,-1.28,0.0,1935.44,0.0,TRANSFERRED,EMP-MY-10021,CLEAN
EOD-MY-007-T01-20241103,MYS,MY-STR-007,TILL-ALL,2024-11-03,MYS-2024-11,MYR,39524.9,2371.47,-55.11,0.0,884.1,0.0,TRANSFERRED,EMP-MY-10027,CLEAN
EOD-MY-008-T01-20241103,MYS,MY-STR-008,TILL-ALL,2024-11-03,MYS-2024-11,MYR,33501.94,2010.15,2.2,0.0,1599.18,0.0,TRANSFERRED,EMP-MY-10026,CLEAN
EOD-SG-001-T01-20241103,SGP,SG-STR-001,TILL-ALL,2024-11-03,SGP-2024-11,SGD,34859.85,3137.42,-98.82,10445.56,0.0,7189.88,TRANSFERRED,EMP-SG-10044,CLEAN
EOD-SG-002-T01-20241103,SGP,SG-STR-002,TILL-ALL,2024-11-03,SGP-2024-11,SGD,13568.25,1221.12,21.62,4716.88,0.0,3479.98,TRANSFERRED,EMP-SG-10050,CLEAN
EOD-SG-003-T01-20241103,SGP,SG-STR-003,TILL-ALL,2024-11-03,SGP-2024-11,SGD,16031.79,1442.91,14.94,5822.12,0.0,2786.11,TRANSFERRED,EMP-SG-10056,CLEAN
EOD-SG-004-T01-20241103,SGP,SG-STR-004,TILL-ALL,2024-11-03,SGP-2024-11,SGD,13581.88,1222.41,14.63,3872.84,0.0,2773.06,TRANSFERRED,EMP-SG-10045,CLEAN
EOD-SG-005-T01-20241103,SGP,SG-STR-005,TILL-ALL,2024-11-03,SGP-2024-11,SGD,11231.59,1010.78,-13.38,4119.31,0.0,2483.19,TRANSFERRED,EMP-SG-10054,CLEAN
EOD-SG-006-T01-20241103,SGP,SG-STR-006,TILL-ALL,2024-11-03,SGP-2024-11,SGD,12814.84,1153.37,-0.96,3521.56,0.0,1773.8,TRANSFERRED,EMP-SG-10049,CLEAN
EOD-SG-007-T01-20241103,SGP,SG-STR-007,TILL-ALL,2024-11-03,SGP-2024-11,SGD,14578.6,1312.13,-19.32,2926.52,0.0,2823.04,TRANSFERRED,EMP-SG-10058,CLEAN
